Datum;Tmin;Tmit;Tmax;Sges;Rges;Tbod;RFmin;RFmit;RFmax;Wmit;WBmax
18.11.2019;3,6;5,2;6,9;0,0;31,1;3,4;99;100,00;100;8;31
19.11.2019;1,0;4,5;6,5;0,3;8,3;-0,7;93;97,70;100;6;22
20.11.2019;-0,8;2,2;7,5;6,2;0,0;-2,8;75;94,50;100;6;24
21.11.2019;-2,5;2,2;6,6;3,0;1,4;-4,5;81;93,80;100;7;31
22.11.2019;3,5;5,8;9,1;4,9;0,2;2,1;83;91,00;97;12;37
23.11.2019;2,0;5,3;10,7;1,9;0,0;0,0;76;91,70;100;4;24
24.11.2019;1,3;4,6;11,0;5,5;0,0;-0,5;77;95,60;100;3;15
25.11.2019;2,2;6,1;10,0;0,2;0,1;0,6;87;96,20;100;5;19
26.11.2019;5,4;9,0;11,3;0,1;1,0;3,2;87;94,00;100;10;31
27.11.2019;9,6;10,6;12,6;0,1;2,4;8,4;73;87,60;96;14;57
28.11.2019;7,9;9,8;11,7;0,0;8,5;7,5;79;91,40;100;15;50
29.11.2019;1,1;6,5;9,4;4,2;0,0;-1,1;67;82,00;99;9;33
30.11.2019;-1,8;0,9;5,6;6,8;0,0;-4,1;88;97,50;100;4;13
01.12.2019;-1,9;1,7;5,5;0,4;0;-3,8;69;88;100;7;24
02.12.2019;-2,1;2,5;5,7;0;1,2;-3,8;93;98,3;100;5;15
03.12.2019;0,1;4,3;7,1;0;0;-1,7;95;99,4;100;4;15
04.12.2019;-0,7;2,2;7,4;7;0;-2,6;70;93;100;6;24
05.12.2019;-2;1,2;5,2;5,2;0;-4,7;79;92,9;100;6;19
06.12.2019;0;3,6;8,7;0;8,8;-1,1;83;94,1;100;12;41
07.12.2019;7,9;8,7;9,5;0;0;6,5;77;88,3;97;10;37
08.12.2019;5,9;9,2;11,7;0;6,4;4,3;75;83,7;99;15;56
09.12.2019;4;6,8;7,9;0,2;4,2;2,8;75;85,4;97;15;56
10.12.2019;0,2;4,1;7,3;4,6;2,3;-1,9;72;84,6;100;12;44
11.12.2019;2,5;3,9;5,2;0;8,9;0,5;77;97,5;100;10;44
12.12.2019;2,7;4,4;6,9;2,3;0,1;1,3;70;86;100;13;54
13.12.2019;2,5;4,2;6,5;0;10,7;1,8;78;92,6;100;15;50
14.12.2019;4,3;5,8;7,5;0,6;5,8;3,9;67;86,6;100;14;63
15.12.2019;3,8;7,2;11;4,9;3,2;0,8;68;81,2;97;13;61
16.12.2019;5;8;9,9;0;0,6;3,7;88;95;100;8;28
17.12.2019;8,9;12,4;15,5;0,7;5,2;7,6;65;77,2;94;12;31
18.12.2019;5,2;8;11;6,3;0;2,6;75;88,8;100;9;37
19.12.2019;8,2;10,8;15;6,9;0;7,3;64;79,6;92;14;41
20.12.2019;8,2;10,1;11,9;0;1,5;6,7;72;78,1;94;16;52
21.12.2019;6;7,9;10,6;4,1;2,1;4,4;74;81,5;90;13;41
22.12.2019;6,2;7,9;10,7;0,1;10,3;4,9;83;92;99;13;37
23.12.2019;6,2;7,8;9,1;0,3;0,1;4,1;84;89,8;95;10;33
24.12.2019;5,9;7,8;11;0,3;9,8;4;77;91,4;100;10;46
25.12.2019;5,7;7,5;8,5;0,1;0,3;4,5;90;95,2;100;10;33
26.12.2019;4,7;5,8;6,7;0,2;0,5;4;83;94;100;7;24
27.12.2019;-0,2;4,1;6;1,4;0;-2,5;82;94,9;100;6;22
28.12.2019;-2;0,9;4,2;4,2;0;-4,4;76;89,8;100;7;26
29.12.2019;0;1,9;4,1;0,5;0;-1,1;64;74,1;84;10;26
30.12.2019;-1,1;3,6;8,8;6,6;0;-3,4;47;60,7;77;7;24
31.12.2019;-1,7;2,1;5,4;0;0;-3,8;80;92,8;99;4;17
