longiude;latitude;baum_ID;strasse;deutsch;stammumfang;grund_der_faellung;rechtswert;hochwert
6.850112;51.195246;Eller_05;Schlosspark Eller: ggü. Hundeauslauf;Ahorn;160;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_06;Schlosspark Eller: ggü. Hundeauslauf;Ahorn;160;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_07;Schlosspark Eller: Vogelweiher oben;Ahorn;150;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_08;Schlosspark Eller: Vogelweiher Bahn;Lebensbaum;70;abgestorben;32349784.76;5673733.97
6.850112;51.195246;Eller_09;Schlosspark Eller: Vogelweiher Bahn;Robinie;120;abgestorben;32349784.76;5673733.97
6.850112;51.195246;Eller_10;Schlosspark Eller: Vogelweiher Bahn;Birke;140;Pilzbefall;32349784.76;5673733.97
6.850112;51.195246;Eller_11;Schlosspark Eller: Richtung Bahn;Ahorn;150;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_12;Schlosspark Eller: Richtung Bahn;Robinie;110;Stammschäden;32349784.76;5673733.97
6.850112;51.195246;Eller_13;Schlosspark Eller: Wegeachse;Ahorn;200;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_14;Schlosspark Eller: Gruppe Lagerplatz;Ahorn;90;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_15;Schlosspark Eller: Gruppe Lagerplatz;Ahorn;110;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_16;Schlosspark Eller: Wiese Lagerplatz;Ahorn;100;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_17;Schlosspark Eller: ggü. Lagerplatz;Ahorn;130;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_18;Schlosspark Eller: am Lagerplatz;Linde;120;abgestorben;32349784.76;5673733.97
6.850112;51.195246;Eller_19;Schlosspark Eller: Bahn/Brücke;Ahorn;100;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_20;Schlosspark Eller: Bahn/Brücke;Eiche;180;abgestorben;32349784.76;5673733.97
6.850112;51.195246;Eller_21;Schlosspark Eller: Bahn/Brücke;Ahorn;90;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_22;Schlosspark Eller: Bahn/Brücke;Ahorn;100;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_23;Schlosspark Eller: Bauminsel/Wiese;Ahorn;140;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_24;Schlosspark Eller: Wiese/Außenbereich;Ahorn;130;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_25;Schlosspark Eller: Wiese/Außenbereich;Eiche;150;Sturmschaden;32349784.76;5673733.97
6.850112;51.195246;Eller_26;Schlosspark Eller: Wiese/Außenbereich links;Eiche;120;absterbend;32349784.76;5673733.97
6.850112;51.195246;Eller_27;Schlosspark Eller: Wiese/Außenbereich rechts;Ahorn;100;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_28;Schlosspark Eller: Stichweg - Deutzer;Ahorn;180;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_29;Schlosspark Eller: rechts Stichweg;Ahorn;140;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_30;Schlosspark Eller: rechts Stichweg;Ahorn;140;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_31;Schlosspark Eller: Stichweg/Heidelberger;Ahorn;180;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_32;Schlosspark Eller: zum Hang;Ahorn;50;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_33;Schlosspark Eller: Stichweg/Heidelberger;Ahorn;200;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_34;Schlosspark Eller: ggü. In der Elb;Ahorn;140;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_35;Schlosspark Eller: zu Deutzer/Heidelberger Str.;Ahorn;40;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_36;Schlosspark Eller: zu Heidelberger Str.;Ahorn;140;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_37;Schlosspark Eller: zu Heidelberger Str.;Ahorn;120;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_38;Schlosspark Eller: zu Heidelberger Str.;Ahorn;50;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_39;Schlosspark Eller: Heidelberger Str.;Weide;120;Pilzbefall;32349784.76;5673733.97
6.850112;51.195246;Eller_40;Schlosspark Eller: zum Vogelweiher;Lebensbaum;110;abgestorben;32349784.76;5673733.97
6.850112;51.195246;Eller_41;Schlosspark Eller: am Vogelweiher;Ahorn;160;Stammfußfäule;32349784.76;5673733.97
6.850112;51.195246;Eller_42;Schlosspark Eller: am Vogelweiher;Ahorn;110;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_43;Schlosspark Eller: am Vogelweiher;Ahorn;110;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_44;Schlosspark Eller: am Vogelweiher;Ahorn;120;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_45;Schlosspark Eller: Bahnplatz;Eiche;118;Schrägstand;32349784.76;5673733.97
6.850112;51.195246;Eller_46;Schlosspark Eller: Bahnplatz;Ahorn;200;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_47;Schlosspark Eller: Bahnplatz;Ahorn;210;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_48;Schlosspark Eller: hinter der Wiese;Ahorn;130;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_49;Schlosspark Eller: Wiese links;Mammutbaum;130;abgestorben;32349784.76;5673733.97
6.850112;51.195246;Eller_50;Schlosspark Eller: am KSP in der Elb;Ahorn;170;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_51;Schlosspark Eller: 2. Brücke Insel;Eiche;230;abgestorben;32349784.76;5673733.97
6.850112;51.195246;Eller_52;Schlosspark Eller: Wegegabelung;Ahorn;160;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_53;Schlosspark Eller: Hauptweg zum Weiher;Ahorn;180;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_54;Schlosspark Eller: Hauptweg zum Weiher;Ahorn;180;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_55;Skateranlage/Jugendamt;Ahorn;60;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_56;Skateranlage/Jugendamt;Ahorn;70;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_57;Skateranlage/Jugendamt;Ahorn;80;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_58;Skateranlage/Jugendamt;Ahorn;90;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_59;Skateranlage/Jugendamt;Ahorn;100;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_60;Skateranlage/Jugendamt;Ahorn;90;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_61;Skateranlage/Jugendamt;Ahorn;80;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_62;Skateranlage/Jugendamt;Ahorn;70;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_63;Skateranlage/Jugendamt;Ahorn;60;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_64;Skateranlage/Jugendamt;Ahorn;100;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_65;Abenteuerspielplatz/Jugendamt;Ahorn;60;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_66;Abenteuerspielplatz/Jugendamt;Ahorn;80;Rußrindenkrankheit;32349784.76;5673733.97
6.850112;51.195246;Eller_67;Abenteuerspielplatz/Jugendamt;Ahorn;100;Rußrindenkrankheit;32349784.76;5673733.97
6.813448063942281;51.185908988272836;55852;Mergelgasse;Schwedische Mehlbeere;50;Pilzbefall: zottiger Schillerporling;32347192.4;5672771.41
6.826049111615903;51.184484137225326;68690;Dabringhauser Straße;Robinie;80;Pilzbefall;32348068.25;5672586.86
6.825855676147608;51.184842083915164;68689;Dabringhauser Straße;Robinie;160;Pilzbefall;32348055.91;5672627.06
6.82620587567754;51.18510608046709;68687;Dabringhauser Straße;Robinie;170;Pilzbefall;32348081.25;5672655.69
6.806186032896516;51.18022482002015;358490;Max-Born-Straße, KSP;Spitzahorn;160;Rußrindenkrankheit;32346666.08;5672154.51
6.814140928744645;51.190932908666625;72229;Am Brückerbach;Birne;25;absterbend;32347257.43;5673328.58
6.8141509912020375;51.190904766880195;72230;Am Brückerbach;Birne;25;absterbend;32347258.04;5673325.43
6.863078338815633;51.18426221118732;357897;In der Donk 66;Bergahorn;90;Rußrindenkrankheit;32350655.15;5672486.3
6.8159264207891255;51.18961254871018;56524;Wiesdorfer Straße;Echte Mehlbeere;80;Pilzbefall;32347377.82;5673178.06
6.822875319275418;51.18424891193497;275762;Werstener Feld;Robinie;190;absterbend;32347845.69;5672567.27
6.8246852478493185;51.18535840611053;275765;Werstener Feld;Robinie;170;absterbend;32347975.82;5672686.89
6.826276419184495;51.1862708931245;275773;Werstener Feld;Robinie;190;absterbend;32348090.01;5672785.06
6.812121628922694;51.17798949260079;69510;Ickerswarder Straße;Spitzahorn;150;absterbend;32347073.5;5671893.6
6.809412118735575;51.16821332292242;68809;Schloss Mickeln;Spitzahorn;90;Rußrindenkrankheit;32346851.74;5670812.23
6.806701022725364;51.16444156129431;358495;Schloss Mickeln;Buche;320;Pilzbefall: Riesenporling;32346649.71;5670398.5
6.809166956145115;51.166024713851506;358496;Schloss Mickeln;Buche;400;Pilzbefall: Riesenporling;32346827.35;5670569.39
6.845617148320572;51.17488262152402;69219;Henkelstraße;Holländische Linde;80;Unfallschaden: 50% Stammumfang beschädigt;32349404.38;5671479
6.901243029112694;51.137108259621016;365756;Reinhold-Schneider-Straße 65;Stieleiche;140;absterbend;32353172.48;5667166.36
6.899789124819687;51.134451350914425;365757;Jakob-Kneip-Straße 18;Silberahorn;410;abgestorben;32353062.34;5666873.84
6.899707361740775;51.134315877801626;365758;Jakob-Kneip-Straße 25;Roteiche;160;Sturmschaden: zerstörte Krone;32353056.19;5666858.94
6.897953148911919;51.14802561769484;365759;Peenemünder Straße Parkplatz;Schwedische Mehlbeere;30;abgestorben;32352977.04;5668386.84
6.908232121124052;51.14468611623118;365760;An der Garather Motte 11;Robinie;200;absterbend;32353685.35;5667995.02
6.903798353038013;51.14562738534045;364454;Carl-Friedr.-Goerdeler-Straße;Waldkiefer;100;abgestorben;32353378.23;5668108.51
6.9018888188332035;51.14409291880935;359432;Carl-von-Ossietzky-Straße;Feldahorn;110;abgestorben;32353239.81;5667941.7
6.894912560575648;51.15113808376658;362001;Rostocker Straße 39;Spitzahorn;120;großflächiger Stammschaden;32352774.3;5668739
6.904876165790147;51.142255145593985;364528;Adam-Stegerwald-Straße;Stieleiche;110;absterbend;32353442.93;5667731.4
6.905139051318767;51.142214888477675;365761;Adam-Stegerwald-Straße 14;Silberahorn;260;Stammfäule;32353461.19;5667726.4
6.900943304811599;51.14746795664091;362171;Stettiner Straße Schule;Roteiche;130;abgestorben;32353184.39;5668318.86
6.914476734125535;51.136567948373056;358618;Bad Harzburger Straße 76;Hainbuche;70;Borkenkäferbefall;32354096.51;5667079.95
6.915585205463764;51.130924745880556;359801;Eichsfelder Straße 6;Holländische Linde;90;50% des Stammumfanges abgestorben;32354156.27;5666450.28
6.914117455604272;51.13466605749409;362572;Wernigeroder Straße 114;Zierkirsche;70;absterbend;32354065.38;5666869.19
6.908271065278753;51.1355239102352;365763;Heiligenstädter Straße 15;Bergahorn;110;großflächiger Stammschaden;32353659.1;5666976.19
6.911714608147115;51.134575674928584;362603;Wernigeroder Straße Dresdener Str.56;Robinie;60;abgestorben;32353897;5666863.91
6.911646962754627;51.1345573788211;362605;Wernigeroder Straße Dresdener Str.58;Robinie;60;großflächiger Stammschaden;32353892.21;5666862.01
6.900385121947931;51.15039666720535;360592;Güstrower Straße KITA;Mehlbeere;150;absterbend;32353154.65;5668645.62
6.898750072399112;51.12913663229765;358622;Wolfgang-Borchert-Straße 9;Herzblättrige Erle;230;Stammfußfäule;32352972.77;5666284.97
6.898272082512572;51.12901463066172;358623;Wolfgang-Borchert-Straße 13;Spitzahorn;140;Sturmschaden: zerstörte Krone;32352938.94;5666272.36
6.900796866545196;51.14327163227801;360180;Frankfurter Straße Mittelstreifen - Feuerwehr;Mehlbeere;80;Stammfäule;32353160.83;5667852.56
6.895422633183641;51.14176985962644;359927;Emil-Barth-Straße Parkplatz;Bergahorn;310;Rußrindenkrankheit;32352780.16;5667696.32
6.901878855681899;51.142411664211075;360078;Frankfurter Straße Radweg C.-Severing-Str.16;Bergahorn;140;abgestorben;32353233.78;5667754.78
6.902522613626655;51.14173763623434;360075;Frankfurter Straße Radweg C.-Severing-Str.;Bergahorn;120;absterbend;32353276.67;5667678.55
6.897041229522524;51.14736707904357;365764;Frankfurter Straße Radweg Peenemünderstr. 30;Süßkirsche;110;abgestorben;32352911.17;5668315.44
6.8963379406866;51.148079487877936;365765;Frankfurter Straße Radweg Neustrelitzerstr.7;Stieleiche;150;abgestorben;32352864.25;5668396.06
6.896383808394615;51.148042450262885;365766;Frankfurter Straße Radweg Neustrelitzerstr.7;Feldahorn;90;abgestorben;32352867.34;5668391.85
6.894044385721014;51.14580950396287;365767;Koblenzer Straße Paul-Bonatz-Str.27;Lärche;90;abgestorben;32352696.62;5668148.25
6.8987983352105715;51.144154244001456;360324;Fritz-Erler-Straße;Zierkirsche;70;großflächiger Stammschaden;32353023.85;5667954.69
6.905656698730616;51.134749525286786;365768;Bertha-von-Suttner-Straße;Spitzahorn;270;absterbend;32353473.76;5666895.29
6.905189517893612;51.13529021215148;365769;Bertha-von-Suttner-Straße Nahe BP;Silberpappel;300;absterbend;32353442.79;5666956.34
6.903437095940741;51.12611170538361;79754;Graf-von-Stauffenberg-Straße;Sandbirke;100;abgestorben;32353291.11;5665939.27
6.867471853945118;51.166748581394685;70430;Melanchthonstraße ggü.7;Silberahorn;360;Pilzbefall: wulstiger Lackporling & Baumaßnahme;32350905.68;5670530.03
6.865718602385462;51.16125731462255;295527;Meliesallee;Bergahorn;130;abgestorben;32350765.39;5669923.01
6.865271272460304;51.161255893957915;295511;Meliesallee;Bergahorn;170;abgestorben;32350734.11;5669923.76
6.864590000600407;51.16129975409965;295550;Meliesallee;Bergahorn;154;absterbend;32350686.62;5669930.02
6.863048379841968;51.16125441251318;295524;Meliesallee;Bergahorn;74;absterbend;32350578.69;5669928.11
6.873022831477194;51.1732313308434;65799;Hasselsstraße;Holländische Linde;231;absterbend;32351314.59;5671239.61
