Datum;Tmin;Tmit;Tmax;Sges;Rges;Tbod;RFmin;RFmit;RFmax;Wmit;WBmax
17.11.2020;10,0;11,5;12,7;0,0;0,0;9,6;83;87,0;91;11;31
18.11.2020;9,9;12,4;15,7;7,7;0,3;8,5;69;79,2;89;11;37
19.11.2020;4,6;9,0;13,9;0,0;2,2;2,9;65;84,5;93;11;57
20.11.2020;1,0;4,6;8,5;2,3;0,0;-1,1;75;91,0;100;6;20
21.11.2020;0,8;6,0;10,2;0,2;0,0;-1,3;74;84,8;97;10;33
22.11.2020;7,9;9,0;9,8;0,0;1,2;7,5;84;94,8;100;9;31
23.11.2020;2,4;6,5;10,5;7,0;0,0;0,6;66;91,8;100;5;20
24.11.2020;3,4;5,9;9,4;6,0;0,0;1,3;84;94,0;100;10;37
25.11.2020;4,6;6,7;9,9;6,3;0,0;3,5;76;87,2;93;13;37
26.11.2020;1,7;6,0;9,0;0,6;0,0;-0,1;83;90,5;100;8;28
27.11.2020;1,0;2,5;4,8;3,0;0,0;-1,1;94;98,6;100;6;22
28.11.2020;2,0;4,1;10,1;6,2;0,0;0,5;71;92,3;100;6;22
29.11.2020;-3,9;0,8;3,6;5,0;0,0;-6,1;71;88,0;100;6;20
30.11.2020;-4,7;-0,1;4,7;0,4;11,1;-6,6;84;96,2;100;7;24
01.12.2020;4,1;5,8;7,9;0;5,5;4,2;100;100,0;100;6;24
02.12.2020;2,8;4,2;5,2;0;1,9;2,8;100;100,0;100;5;20
03.12.2020;2,8;3,9;5,3;0;2,7;2,8;83;94,4;100;15;50
04.12.2020;0,9;5,6;8,4;1,3;0;-1,5;75;85,3;100;15;57
05.12.2020;1,3;4;7,5;6,4;0;-0,6;64;87,4;100;8;35
06.12.2020;0,5;2,9;4,7;0;3,4;-0,6;88;97,4;100;6;24
07.12.2020;1,7;3,5;4,7;0;5,4;-0,1;97;99,5;100;7;20
08.12.2020;0,4;3,5;5,6;0;0,1;-1,6;78;91,6;100;5;26
09.12.2020;-1,5;1,8;4,5;4,7;0;-3,6;82;94,9;100;5;17
10.12.2020;-2,4;0,2;2,7;3,5;0;-4,6;83;92,2;100;9;35
11.12.2020;0,9;2,9;5,5;0;1;0,1;81;88,5;100;17;46
12.12.2020;4,4;6;7,6;0;2,1;3,5;94;99,0;100;7;26
13.12.2020;5,6;7;9,2;0,8;0,4;3,4;80;91,3;100;8;37
14.12.2020;6;7,8;10,1;0;5,4;5,2;74;83,8;97;15;44
15.12.2020;2,9;7,3;8,8;0;6;1;75;98,4;100;8;30
16.12.2020;3,1;7,5;11,3;3,8;0;1,2;91;96,7;100;9;30
17.12.2020;4,9;9,1;11,6;2,2;1;2,2;74;87,4;99;10;41
18.12.2020;4;6,9;11,1;7,1;0;1,1;73;91,5;100;12;33
19.12.2020;5,4;9,2;13,1;5,1;0;3,3;75;87,6;99;12;41
20.12.2020;6,6;9,2;11,2;0,6;0;4,5;84;89,1;95;8;33
21.12.2020;4,4;7;10,6;0;4,8;1,3;88;95,4;100;12;41
22.12.2020;10,6;12,8;14,9;1;6,7;9,7;83;92,7;100;11;50
23.12.2020;9,2;11;12;0;6,5;8;82;97,7;100;8;35
24.12.2020;4;6,2;9,3;0;1,2;3,3;75;91,1;98;11;37
25.12.2020;1,2;3,3;5,6;2,4;0;-0,6;83;91,9;99;9;33
26.12.2020;1,4;3,6;5,3;2,4;0;0;78;88,4;100;11;41
27.12.2020;3,9;4,6;5,8;0;6,5;3,2;75;82,5;91;25;76
28.12.2020;1,5;4,1;5,8;2,3;0,6;-0,4;81;91,6;100;9;31
29.12.2020;-2,1;1,7;5;0,1;0;-3,8;82;93,4;100;6;33
30.12.2020;0;3,2;4,9;0;2,8;-2,1;84;92,6;100;8;30
31.12.2020;1,4;2,5;3,8;0;2,7;0,5;88;98,5;100;8;26
